model,dimension,property,seed,difficulty_ontrain,difficulty_ontest,mse_test
naivesafe,"(8, 16)","(30, 270)",1,0.0,0.0,2.7698978279484038e+20
naivesafe,"(8, 16)","(30, 199)",0,0.0,0.0,2.769609488373608e+20
naivesafe,"(8, 16)","(30, 770)",1,0.0,0.0,2.7698978279484038e+20
naivesafe,"(8, 16)","(30, 770)",0,0.0,0.0,2.769609488373608e+20
naivesafe,"(8, 16)","(30, 199)",1,0.0,0.0,2.7698978279484038e+20
naivesafe,"(8, 16)","(30, 821)",0,0.0,0.0,2.769609488373608e+20
naivesafe,"(8, 16)","(30, 821)",1,0.0,0.0,2.7698978279484038e+20
smle,"(8, 16)","(30, 270)",0,0.0,0.0,2.7695528237342507e+20
smle,"(8, 16)","(30, 270)",1,0.0,0.0,2.7695513031001375e+20
naivesafe,"(8, 16)","(501, 199)",0,0.05,0.05,2.769609488373608e+20
naivesafe,"(8, 16)","(501, 199)",1,0.05,0.05,2.7698978279484038e+20
smle,"(8, 16)","(501, 199)",1,0.05,0.05,2.7695402167444724e+20
smle,"(8, 16)","(501, 199)",0,0.05,0.05,2.7695517882298027e+20
naivesafe,"(8, 16)","(501, 821)",0,0.07,0.05,2.7696093960603248e+20
naivesafe,"(8, 16)","(501, 821)",1,0.07,0.05,2.7698978084477328e+20
smle,"(8, 16)","(501, 821)",1,0.07,0.05,2.769551867969812e+20
smle,"(8, 16)","(501, 821)",0,0.07,0.05,2.769550416592167e+20
naivesafe,"(8, 16)","(501, 770)",1,0.08,0.07,2.7698976858738586e+20
naivesafe,"(8, 16)","(501, 770)",0,0.08,0.07,2.7696090077077527e+20
smle,"(8, 16)","(501, 770)",0,0.08,0.07,2.7695397132388726e+20
smle,"(8, 16)","(501, 770)",1,0.08,0.07,2.7695562521601445e+20
smle,"(8, 16)","(501, 270)",1,0.09,0.08,2.7695504502589335e+20
smle,"(8, 16)","(501, 270)",0,0.09,0.08,2.7695477682447214e+20
naivesafe,"(8, 16)","(501, 270)",0,0.09,0.08,2.769609410949667e+20
naivesafe,"(8, 16)","(501, 270)",1,0.09,0.08,2.7698978075060653e+20
smle,"(8, 16)","(159, 199)",0,0.12,0.11,2.7697373132013165e+20
smle,"(8, 16)","(159, 199)",1,0.12,0.11,2.7697348958090953e+20
naivesafe,"(8, 16)","(159, 199)",1,0.12,0.11,2.7698978279484038e+20
naivesafe,"(8, 16)","(159, 199)",0,0.12,0.11,2.769609488373608e+20
smle,"(8, 16)","(159, 821)",0,0.19,0.19,2.7697331799484128e+20
smle,"(8, 16)","(159, 821)",1,0.19,0.19,2.769735495523647e+20
naivesafe,"(8, 16)","(159, 821)",1,0.19,0.19,2.7699036805240943e+20
naivesafe,"(8, 16)","(159, 821)",0,0.19,0.19,2.7696210839479943e+20
smle,"(8, 16)","(933, 199)",1,0.21,0.2,2.7695626556999333e+20
smle,"(8, 16)","(933, 199)",0,0.21,0.2,2.769565724631095e+20
naivesafe,"(8, 16)","(933, 199)",0,0.21,0.2,2.769609488373608e+20
naivesafe,"(8, 16)","(933, 199)",1,0.21,0.2,2.7698978279484038e+20
smle,"(8, 16)","(159, 770)",1,0.21,0.21,2.769732985376721e+20
smle,"(8, 16)","(159, 770)",0,0.21,0.21,2.7697367047842346e+20
naivesafe,"(8, 16)","(159, 770)",0,0.21,0.21,2.769630585679492e+20
naivesafe,"(8, 16)","(159, 770)",1,0.21,0.21,2.7699098322939786e+20
naivesafe,"(8, 16)","(159, 270)",1,0.24,0.23,2.76989910910767e+20
naivesafe,"(8, 16)","(159, 270)",0,0.24,0.23,2.7696121006478996e+20
smle,"(8, 16)","(159, 270)",0,0.24,0.23,2.7697357584032327e+20
smle,"(8, 16)","(159, 270)",1,0.24,0.23,2.7697332788371453e+20
smle,"(8, 16)","(933, 821)",1,0.26,0.26,2.769563738462438e+20
smle,"(8, 16)","(933, 821)",0,0.26,0.26,2.769560909553604e+20
naivesafe,"(8, 16)","(933, 821)",0,0.26,0.26,2.769610668000603e+20
naivesafe,"(8, 16)","(933, 821)",1,0.26,0.26,2.7698985496778238e+20
smle,"(8, 16)","(933, 770)",0,0.3,0.3,2.7695743193061206e+20
smle,"(8, 16)","(933, 770)",1,0.3,0.3,2.769560803780093e+20
naivesafe,"(8, 16)","(933, 770)",1,0.3,0.3,2.7698987721398924e+20
naivesafe,"(8, 16)","(933, 770)",0,0.3,0.3,2.7696100802850632e+20
naivesafe,"(8, 16)","(933, 270)",0,0.36,0.35,2.7696095049156028e+20
naivesafe,"(8, 16)","(933, 270)",1,0.36,0.35,2.7698979185273553e+20
smle,"(8, 16)","(933, 270)",1,0.36,0.35,2.7695633489221137e+20
smle,"(8, 16)","(933, 270)",0,0.36,0.35,2.769562096714274e+20
naivesafe,"(16, 2)","(616, 580)",0,0.0,0.0,0.03214230450682132
naivesafe,"(16, 2)","(616, 580)",1,0.0,0.0,0.0724575692603215
naivesafe,"(16, 2)","(246, 688)",1,0.0,0.0,0.0724575692603215
naivesafe,"(16, 2)","(616, 855)",1,0.0,0.0,0.0724575692603215
naivesafe,"(16, 2)","(616, 855)",0,0.0,0.0,0.03214230450682132
naivesafe,"(16, 2)","(246, 688)",0,0.0,0.0,0.03214230450682132
smle,"(16, 2)","(381, 688)",0,0.0,0.0,0.32203033570808515
smle,"(16, 2)","(711, 688)",1,0.0,0.0,1.1345167645251748
smle,"(16, 2)","(711, 688)",0,0.0,0.0,1.1204930639852972
smle,"(16, 2)","(381, 688)",1,0.0,0.0,0.32909874017909324
naivesafe,"(16, 2)","(711, 688)",0,0.0,0.0,0.03214230450682132
naivesafe,"(16, 2)","(381, 688)",1,0.0,0.0,0.0724575692603215
naivesafe,"(16, 2)","(381, 688)",0,0.0,0.0,0.03214230450682132
naivesafe,"(16, 2)","(711, 688)",1,0.0,0.0,0.0724575692603215
smle,"(16, 2)","(616, 855)",0,0.0,0.0,0.045220213121270024
smle,"(16, 2)","(246, 688)",0,0.0,0.0,2.4098974197188365
smle,"(16, 2)","(246, 688)",1,0.0,0.0,2.4049620796573667
smle,"(16, 2)","(616, 855)",1,0.0,0.0,0.04043161667757812
smle,"(16, 2)","(616, 580)",1,0.0,0.0,0.03977287603435044
smle,"(16, 2)","(616, 65)",1,0.0,0.0,0.044537356974917314
smle,"(16, 2)","(616, 65)",0,0.0,0.0,0.045395576843143305
smle,"(16, 2)","(616, 580)",0,0.0,0.0,0.04667841458526747
naivesafe,"(16, 2)","(616, 688)",0,0.0,0.0,0.03214230450682132
naivesafe,"(16, 2)","(616, 688)",1,0.0,0.0,0.0724575692603215
naivesafe,"(16, 2)","(616, 65)",1,0.0,0.0,0.0724575692603215
naivesafe,"(16, 2)","(616, 65)",0,0.0,0.0,0.03214230450682132
smle,"(16, 2)","(616, 688)",1,0.0,0.0,0.05588645137934814
smle,"(16, 2)","(616, 688)",0,0.0,0.0,0.04128287102156245
unsafe,"(16, 2)","(-1, -1)",0,0.0,0.0,0.03214230450682132
unsafe,"(16, 2)","(-1, -1)",1,0.0,0.0,0.0724575692603215
naivesafe,"(16, 2)","(381, 65)",1,0.01,0.01,0.07226672190643502
naivesafe,"(16, 2)","(381, 65)",0,0.01,0.01,0.032140277743690514
smle,"(16, 2)","(381, 65)",1,0.01,0.01,0.22886743541748258
smle,"(16, 2)","(381, 65)",0,0.01,0.01,0.24164255548347607
naivesafe,"(16, 2)","(711, 65)",1,0.01,0.02,0.07238574724110537
naivesafe,"(16, 2)","(711, 65)",0,0.01,0.02,0.032135304468507514
smle,"(16, 2)","(381, 855)",1,0.01,0.02,0.3587521180035352
smle,"(16, 2)","(381, 855)",0,0.01,0.02,0.35644755639694836
smle,"(16, 2)","(711, 65)",1,0.01,0.02,1.0676977362601268
smle,"(16, 2)","(711, 65)",0,0.01,0.02,1.0957634704547465
naivesafe,"(16, 2)","(381, 855)",0,0.01,0.02,0.0498283311272335
naivesafe,"(16, 2)","(381, 855)",1,0.01,0.02,0.08996061070732113
smle,"(16, 2)","(246, 65)",1,0.02,0.02,2.0278039933383916
smle,"(16, 2)","(246, 65)",0,0.02,0.02,1.9847449984039143
naivesafe,"(16, 2)","(246, 65)",1,0.02,0.02,0.0720468228145918
naivesafe,"(16, 2)","(246, 65)",0,0.02,0.02,0.032114841743260805
smle,"(16, 2)","(381, 580)",0,0.04,0.03,0.9026463991314424
smle,"(16, 2)","(381, 580)",1,0.04,0.03,0.9038644914110248
naivesafe,"(16, 2)","(381, 580)",1,0.04,0.03,0.7901452535278657
naivesafe,"(16, 2)","(381, 580)",0,0.04,0.03,0.7512860381706709
smle,"(16, 2)","(711, 855)",0,0.04,0.05,1.2704067435416193
smle,"(16, 2)","(711, 855)",1,0.04,0.05,1.2650476301424172
naivesafe,"(16, 2)","(711, 855)",1,0.04,0.05,0.16596510613521137
naivesafe,"(16, 2)","(711, 855)",0,0.04,0.05,0.12592337204284706
naivesafe,"(16, 2)","(246, 855)",0,0.05,0.05,0.12994503096565324
naivesafe,"(16, 2)","(246, 855)",1,0.05,0.05,0.1695372043200973
smle,"(16, 2)","(246, 855)",1,0.05,0.05,2.642586594751378
smle,"(16, 2)","(246, 855)",0,0.05,0.05,2.6297373792356473
smle,"(16, 2)","(711, 580)",1,0.08,0.09,2.5324698243141937
smle,"(16, 2)","(711, 580)",0,0.08,0.09,2.5367801849092078
naivesafe,"(16, 2)","(711, 580)",0,0.08,0.09,2.1172301805028066
naivesafe,"(16, 2)","(711, 580)",1,0.08,0.09,2.155132752508782
naivesafe,"(16, 2)","(246, 580)",1,0.12,0.13,4.684704368990407
naivesafe,"(16, 2)","(246, 580)",0,0.12,0.13,4.647579669906629
smle,"(16, 2)","(246, 580)",0,0.12,0.13,5.543001595516728
smle,"(16, 2)","(246, 580)",1,0.12,0.13,5.530248735931869
smle,"(16, 4)","(616, 139)",0,0.0,0.0,41.08629528580235
smle,"(16, 4)","(616, 139)",1,0.0,0.0,43.323713115648594
naivesafe,"(16, 4)","(616, 139)",1,0.0,0.0,41.836514887181465
naivesafe,"(16, 4)","(616, 139)",0,0.0,0.0,43.09443770714588
smle,"(16, 4)","(616, 19)",1,0.0,0.0,40.21661347473285
smle,"(16, 4)","(616, 19)",0,0.0,0.0,43.92114912676013
smle,"(16, 4)","(616, 624)",1,0.0,0.0,43.181291153163016
smle,"(16, 4)","(616, 624)",0,0.0,0.0,43.049174162960284
naivesafe,"(16, 4)","(616, 625)",0,0.0,0.0,43.09443770714588
naivesafe,"(16, 4)","(616, 625)",1,0.0,0.0,41.836514887181465
smle,"(16, 4)","(616, 625)",1,0.0,0.0,41.908755353837904
smle,"(16, 4)","(616, 625)",0,0.0,0.0,43.75267170182385
naivesafe,"(16, 4)","(616, 19)",1,0.0,0.0,41.836514887181465
unsafe,"(16, 4)","(-1, -1)",0,0.0,0.0,43.094430446538524
unsafe,"(16, 4)","(-1, -1)",1,0.0,0.0,41.83652732660602
naivesafe,"(16, 4)","(616, 19)",0,0.0,0.0,43.09443770714588
naivesafe,"(16, 4)","(616, 624)",0,0.0,0.0,43.09443770714588
naivesafe,"(16, 4)","(616, 624)",1,0.0,0.0,41.836514887181465
naivesafe,"(16, 4)","(381, 624)",1,0.01,0.0,41.836514887181465
naivesafe,"(16, 4)","(381, 624)",0,0.01,0.0,43.09442789612046
smle,"(16, 4)","(381, 624)",0,0.01,0.0,94.47942231315618
smle,"(16, 4)","(381, 624)",1,0.01,0.0,93.36807075796695
smle,"(16, 4)","(381, 625)",0,0.01,0.01,101.61955693251791
smle,"(16, 4)","(381, 625)",1,0.01,0.01,101.1599682560459
naivesafe,"(16, 4)","(711, 624)",0,0.01,0.01,43.08965133065091
naivesafe,"(16, 4)","(711, 624)",1,0.01,0.01,41.835441315039766
smle,"(16, 4)","(711, 624)",1,0.01,0.01,379.00745905044886
smle,"(16, 4)","(711, 624)",0,0.01,0.01,377.58235264336713
naivesafe,"(16, 4)","(381, 625)",1,0.01,0.01,41.83674370544698
naivesafe,"(16, 4)","(381, 625)",0,0.01,0.01,43.09533128514088
smle,"(16, 4)","(246, 624)",0,0.02,0.02,1074.4810353597823
smle,"(16, 4)","(246, 624)",1,0.02,0.02,1068.2989239811998
naivesafe,"(16, 4)","(246, 624)",1,0.02,0.02,41.83539041090271
naivesafe,"(16, 4)","(246, 624)",0,0.02,0.02,43.08957234282578
naivesafe,"(16, 4)","(381, 139)",0,0.03,0.02,46.440280145724664
naivesafe,"(16, 4)","(381, 139)",1,0.03,0.02,45.182447835789446
smle,"(16, 4)","(381, 139)",1,0.03,0.02,97.0380706537887
smle,"(16, 4)","(381, 139)",0,0.03,0.02,98.29826473422557
smle,"(16, 4)","(711, 625)",1,0.03,0.04,388.99663596740805
smle,"(16, 4)","(711, 625)",0,0.03,0.04,386.32552127540856
naivesafe,"(16, 4)","(711, 625)",0,0.03,0.04,43.09730884032463
naivesafe,"(16, 4)","(711, 625)",1,0.03,0.04,41.83922154634333
naivesafe,"(16, 4)","(381, 19)",1,0.04,0.03,42.200872610396374
naivesafe,"(16, 4)","(381, 19)",0,0.04,0.03,43.46449344035576
smle,"(16, 4)","(381, 19)",1,0.04,0.03,102.08702634128568
smle,"(16, 4)","(381, 19)",0,0.04,0.03,102.86120387865063
naivesafe,"(16, 4)","(246, 625)",1,0.05,0.05,41.839292992275944
naivesafe,"(16, 4)","(246, 625)",0,0.05,0.05,43.0992751492855
smle,"(16, 4)","(246, 625)",0,0.05,0.05,1143.6823652519492
smle,"(16, 4)","(246, 625)",1,0.05,0.05,1141.79311218281
naivesafe,"(16, 4)","(711, 139)",1,0.05,0.06,44.082951382215896
naivesafe,"(16, 4)","(711, 139)",0,0.05,0.06,45.34430995065264
smle,"(16, 4)","(711, 139)",0,0.05,0.06,359.58942972088835
smle,"(16, 4)","(711, 139)",1,0.05,0.06,359.598825531484
naivesafe,"(16, 4)","(711, 19)",1,0.08,0.09,55.93712443522138
naivesafe,"(16, 4)","(711, 19)",0,0.08,0.09,57.192812266603156
smle,"(16, 4)","(711, 19)",1,0.08,0.09,391.9487240344491
smle,"(16, 4)","(711, 19)",0,0.08,0.09,391.0098140102457
smle,"(16, 4)","(246, 139)",1,0.09,0.09,1085.5379106876649
smle,"(16, 4)","(246, 139)",0,0.09,0.09,1088.6757019716117
naivesafe,"(16, 4)","(246, 139)",0,0.09,0.09,78.11378089440609
naivesafe,"(16, 4)","(246, 139)",1,0.09,0.09,76.80998742847964
smle,"(16, 4)","(246, 19)",1,0.12,0.13,1159.7584398144977
smle,"(16, 4)","(246, 19)",0,0.12,0.13,1155.9585850009305
naivesafe,"(16, 4)","(246, 19)",1,0.12,0.13,57.2033629015138
naivesafe,"(16, 4)","(246, 19)",0,0.12,0.13,58.469974846436614
naivesafe,"(16, 8)","(616, 526)",0,0.0,0.0,1688926918.6461105
naivesafe,"(16, 8)","(616, 526)",1,0.0,0.0,1698908426.699854
unsafe,"(16, 8)","(-1, -1)",1,0.0,0.0,1698908658.644839
unsafe,"(16, 8)","(-1, -1)",0,0.0,0.0,1688927035.9141717
smle,"(16, 8)","(616, 66)",1,0.0,0.0,1877794332.6374996
smle,"(16, 8)","(616, 66)",0,0.0,0.0,1881569710.7536647
smle,"(16, 8)","(616, 526)",1,0.0,0.0,1877015847.4138215
smle,"(16, 8)","(616, 526)",0,0.0,0.0,1877017211.8675592
naivesafe,"(16, 8)","(616, 731)",1,0.0,0.0,1698908426.699854
naivesafe,"(16, 8)","(616, 731)",0,0.0,0.0,1688926918.6461105
naivesafe,"(16, 8)","(616, 756)",0,0.0,0.0,1688926918.6461105
naivesafe,"(16, 8)","(616, 756)",1,0.0,0.0,1698908426.699854
smle,"(16, 8)","(616, 756)",1,0.0,0.0,1866559667.1452467
smle,"(16, 8)","(616, 756)",0,0.0,0.0,1873030619.430695
smle,"(16, 8)","(616, 731)",0,0.0,0.0,1885408991.290501
naivesafe,"(16, 8)","(616, 66)",1,0.0,0.0,1698908426.699854
naivesafe,"(16, 8)","(616, 66)",0,0.0,0.0,1688926918.6461105
smle,"(16, 8)","(616, 731)",1,0.0,0.0,1879466827.3540516
smle,"(16, 8)","(381, 526)",0,0.01,0.01,1891845607.6225283
smle,"(16, 8)","(381, 526)",1,0.01,0.01,1872010232.342783
naivesafe,"(16, 8)","(381, 526)",1,0.01,0.01,1698908426.699854
naivesafe,"(16, 8)","(381, 526)",0,0.01,0.01,1688926918.6461105
naivesafe,"(16, 8)","(381, 66)",1,0.02,0.01,1698908426.699854
naivesafe,"(16, 8)","(381, 66)",0,0.02,0.01,1688926918.6461105
smle,"(16, 8)","(381, 66)",1,0.02,0.01,1881200660.259898
smle,"(16, 8)","(381, 66)",0,0.02,0.01,1876528600.8692553
smle,"(16, 8)","(381, 756)",0,0.03,0.02,1878747974.1522694
smle,"(16, 8)","(381, 756)",1,0.03,0.02,1895621467.340527
naivesafe,"(16, 8)","(381, 756)",1,0.03,0.02,1698913549.211581
naivesafe,"(16, 8)","(381, 756)",0,0.03,0.02,1688931743.2946124
smle,"(16, 8)","(711, 526)",1,0.03,0.04,1923817791.5375702
smle,"(16, 8)","(711, 526)",0,0.03,0.04,1927162334.5279093
naivesafe,"(16, 8)","(711, 526)",0,0.03,0.04,1688926918.6461105
naivesafe,"(16, 8)","(711, 526)",1,0.03,0.04,1698908426.699854
smle,"(16, 8)","(381, 731)",1,0.04,0.03,1885146008.6920285
smle,"(16, 8)","(381, 731)",0,0.04,0.03,1879910181.5613725
naivesafe,"(16, 8)","(381, 731)",0,0.04,0.03,1688926908.533781
naivesafe,"(16, 8)","(381, 731)",1,0.04,0.03,1698908426.699854
naivesafe,"(16, 8)","(711, 66)",1,0.04,0.05,1698908426.699854
naivesafe,"(16, 8)","(711, 66)",0,0.04,0.05,1688926918.6461105
smle,"(16, 8)","(711, 66)",1,0.04,0.05,1920195115.1754835
smle,"(16, 8)","(711, 66)",0,0.04,0.05,1912562964.8573928
naivesafe,"(16, 8)","(246, 526)",1,0.05,0.06,1698908426.699854
naivesafe,"(16, 8)","(246, 526)",0,0.05,0.06,1688926918.6461105
smle,"(16, 8)","(246, 526)",0,0.05,0.06,2299802830.6267543
smle,"(16, 8)","(246, 526)",1,0.05,0.06,2323176418.1521716
smle,"(16, 8)","(711, 756)",1,0.06,0.07,1920783965.409934
smle,"(16, 8)","(711, 756)",0,0.06,0.07,1916184835.7843692
smle,"(16, 8)","(246, 66)",1,0.06,0.07,2302694519.3183303
smle,"(16, 8)","(246, 66)",0,0.06,0.07,2304500927.86491
naivesafe,"(16, 8)","(711, 756)",0,0.06,0.07,1688873950.9941182
naivesafe,"(16, 8)","(711, 756)",1,0.06,0.07,1698851993.6402102
naivesafe,"(16, 8)","(246, 66)",1,0.06,0.07,1698908426.699854
naivesafe,"(16, 8)","(246, 66)",0,0.06,0.07,1688926918.6461105
smle,"(16, 8)","(711, 731)",0,0.08,0.09,1917206514.3896987
smle,"(16, 8)","(711, 731)",1,0.08,0.09,1914363313.2962313
naivesafe,"(16, 8)","(711, 731)",1,0.08,0.09,1698904149.7426603
naivesafe,"(16, 8)","(711, 731)",0,0.08,0.09,1688921707.700847
naivesafe,"(16, 8)","(246, 756)",1,0.1,0.11,1699170532.8764682
naivesafe,"(16, 8)","(246, 756)",0,0.1,0.11,1689387581.901576
smle,"(16, 8)","(246, 756)",0,0.1,0.11,2316144976.278498
smle,"(16, 8)","(246, 756)",1,0.1,0.11,2306700425.535039
naivesafe,"(16, 8)","(246, 731)",0,0.12,0.13,1688921244.338562
naivesafe,"(16, 8)","(246, 731)",1,0.12,0.13,1698903838.5918748
smle,"(16, 8)","(246, 731)",1,0.12,0.13,2297183023.3796763
smle,"(16, 8)","(246, 731)",0,0.12,0.13,2308254168.383097
